Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,02/03/2018 08:58:10,198,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,388888.8889,15151.51515,99.0,114.5512986,180.0,18.0,198.0,99.0,114.5512986,180.0,18.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,15151.51515,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
49827,6,02/03/2018 08:58:10,30,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,66666.66667,30.0,0.0,30.0,30.0,30.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,66666.66667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,180,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 08:55:26,117446858,7,7,290,334,152,0,41.42857143,53.90997787,118,0,47.71428571,41.67219011,5.313041239,0.119202848,9034373.692,21900000.0,59000000.0,1.0,117000000.0,19600000.0,30200000.0,59000000.0,273.0,117000000.0,19500000.0,30200000.0,59100000.0,1.0,1,0,0,0,140,140,0.059601424,0.059601424,0,152,51.73333333,52.62192192,2769.066667,0,1,0,0,1,0,0,0,1,55.42857143,41.42857143,47.71428571,0,0,0,0,0,0,7,290,7,334,255,267,3,20,194670.5,55405.35184,233848.0,155493.0,58400000.0,764084.0314,59000000.0,57900000.0,Benign
443,6,02/03/2018 08:58:17,290,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,265517.2414,10344.82759,145.0,178.1909089,271.0,19.0,290.0,145.0,178.1909089,271.0,19.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,10344.82759,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,253,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 08:59:05,7032943,13,17,1455,15032,607,0,111.9230769,212.250034,1460,0,884.2352941,681.5279277,2344.253323,4.265639576,242515.2759,913291.8586,4938708.0,7.0,2094235.0,174519.5833,234663.7849,789174.0,185.0,6754825.0,422176.5625,1233544.76,5001135.0,78.0,0,0,0,0,272,352,1.848443816,2.41719576,0,1460,531.8387097,649.5776626,421951.1398,0,0,1,1,0,0,0,1,1,549.5666667,111.9230769,884.2352941,0,0,0,0,0,0,13,1455,17,15032,8192,255,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 08:59:12,165,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,187878.7879,18181.81818,82.5,89.80256121,146.0,19.0,165.0,82.5,89.80256121,146.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,18181.81818,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,256,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 08:59:05,6830083,8,7,906,4084,590,0,113.25,206.1454064,1460,0,583.4285714,673.6086542,730.5914145,2.196166577,487863.0714,1299203.936,4954769.0,12.0,1875314.0,267902.0,218339.0504,635988.0,236.0,6550331.0,1091721.833,1949775.105,5004883.0,109.0,0,0,0,0,172,152,1.171288841,1.024877736,0,1460,311.875,513.0973754,263268.9167,0,0,1,1,0,0,0,1,0,332.6666667,113.25,583.4285714,0,0,0,0,0,0,8,906,7,4084,8192,246,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 08:59:12,87,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,356321.8391,34482.75862,43.5,41.71930009,73.0,14.0,87.0,43.5,41.71930009,73.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,34482.75862,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,253,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 08:59:07,5374530,6,4,599,137,517,0,99.83333333,205.4511296,137,0,34.25,68.5,136.942207,1.860627813,597170.0,1464875.895,4485356.0,18.0,5374530.0,1074906.0,2089042.051,4803791.0,18.0,609510.0,203170.0,175999.0892,318720.0,613.0,0,0,0,0,132,92,1.116376688,0.744251125,0,517,66.90909091,155.040288,24037.49091,0,0,1,1,0,0,0,1,0,73.6,99.83333333,34.25,0,0,0,0,0,0,6,599,4,137,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,02/03/2018 08:59:07,5506162,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.726458829,1835387.333,2941752.546,5228445.0,14.0,5506162.0,2753081.0,3500693.341,5228445.0,277717.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,0.544844122,0.181614707,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,02/03/2018 08:59:07,5506696,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.726388382,1835565.333,2940434.096,5227046.0,15.0,5506696.0,2753348.0,3498337.261,5227046.0,279650.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,0.544791287,0.181597096,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,02/03/2018 08:59:07,5507192,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.726322961,1835730.667,2940897.744,5227753.0,13.0,5507192.0,2753596.0,3498986.385,5227753.0,279439.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,0.544742221,0.18158074,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,02/03/2018 08:59:07,5508957,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.726090256,1836319.0,2941679.913,5229238.0,16.0,5508957.0,2754478.5,3499838.449,5229238.0,279719.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,0.544567692,0.181522564,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,02/03/2018 08:59:06,5534239,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.722773267,1844746.333,2957640.002,5256160.0,18.0,5534239.0,2767119.5,3520034.832,5256160.0,278079.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,0.54207995,0.180693317,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
49867,6,02/03/2018 08:59:12,195,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10256.41026,195.0,0.0,195.0,195.0,195.0,195.0,0.0,195.0,195.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,10256.41026,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,237,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 08:59:07,5827558,8,6,427,3748,198,0,53.375,88.35470317,1460,0,624.6666667,678.1724461,716.423586,2.402378492,448273.6923,1358471.123,4953297.0,1.0,5827558.0,832508.2857,1822950.307,4953297.0,28.0,552608.0,110521.6,147675.2598,274923.0,1.0,0,0,0,0,172,132,1.37278771,1.029590782,0,1460,278.3333333,504.0008031,254016.8095,0,0,1,1,0,0,0,1,0,298.2142857,53.375,624.6666667,0,0,0,0,0,0,8,427,6,3748,8192,1047,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,02/03/2018 08:59:08,5276155,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.758127841,1758718.333,3019325.442,5245089.0,15.0,5276155.0,2638077.5,3686871.021,5245089.0,31066.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,0.568595881,0.18953196,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
49873,6,02/03/2018 08:59:13,0,2,0,37,0,37,0,18.5,26.1629509,0,0,0.0,0.0,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,0.0,0.0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,0,0,0,0,0,0,2,37,0,0,1047,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 08:57:16,116904630,48,94,19299,20584,1696,0,402.0625,639.6336187,1051,0,218.9787234,344.4502548,341.1584297,1.214665322,829110.8511,1645941.751,5354727.0,0.0,117000000.0,2487332.553,2122773.406,5577967.0,115565.0,117000000.0,1256250.946,1940551.17,5411928.0,0.0,1,0,0,0,960,1880,0.410591095,0.804074227,0,1696,287.9370629,477.2541653,227771.5383,0,1,0,0,1,0,0,0,1,289.9647887,402.0625,218.9787234,0,0,0,0,0,0,48,19299,94,20584,256,5565,13,20,50600000.0,34900000.0,75300000.0,25900000.0,5228749.5,178159.0891,5354727.0,5102772.0,Benign
0,0,02/03/2018 08:57:22,116089938,21,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.18089423,5804496.9,2453472.503,15100000.0,5000210.0,116000000.0,5804496.9,2453472.503,15100000.0,5000210.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.18089423,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,21,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,5804496.9,2453472.503,15100000.0,5000210.0,Benign
443,6,02/03/2018 08:59:07,16343269,8,12,1057,5251,666,0,132.125,232.9834068,1460,0,437.5833333,637.9010266,385.9692941,1.223745384,860172.0526,2459383.897,10000000.0,0.0,11300000.0,1618562.429,3700119.342,10000000.0,186.0,16100000.0,1461099.818,3237466.01,10300000.0,0.0,0,0,0,0,172,264,0.489498154,0.73424723,0,1460,300.3809524,519.551102,269933.3476,0,0,1,1,0,0,0,1,1,315.4,132.125,437.5833333,0,0,0,0,0,0,8,1057,12,5251,8192,1229,4,20,1328838.0,0.0,1328838.0,1328838.0,10000000.0,0.0,10000000.0,10000000.0,Benign
443,6,02/03/2018 08:59:23,133,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15037.59398,133.0,0.0,133.0,133.0,133.0,133.0,0.0,133.0,133.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,15037.59398,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
445,6,02/03/2018 09:00:03,264990,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15.09490924,88330.0,152669.9123,264618.0,97.0,264990.0,132495.0,186987.3172,264715.0,275.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,11.32118193,3.77372731,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
123,17,02/03/2018 08:56:54,64040542,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.998100797,0.062460433,21300000.0,36900000.0,64000000.0,18813.0,64000000.0,64000000.0,0.0,64000000.0,64000000.0,64000000.0,64000000.0,0.0,64000000.0,64000000.0,0,0,0,0,16,16,0.031230217,0.031230217,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,0,0,0,0,0,0,2,96,2,96,-1,-1,1,8,19597.0,0.0,19597.0,19597.0,64000000.0,0.0,64000000.0,64000000.0,Benign
0,0,02/03/2018 08:58:01,119024594,68,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.571310497,1776486.478,2545001.045,15300000.0,502001.0,119000000.0,1776486.478,2545001.045,15300000.0,502001.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.571310497,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,68,0,0,0,-1,-1,0,0,36400000.0,38100000.0,63400000.0,9527788.0,11700000.0,5013751.959,15300000.0,5968959.0,Benign
445,6,02/03/2018 09:00:25,186445,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.45404811,62148.33333,106861.9401,185541.0,50.0,186445.0,93222.5,130628.7854,185591.0,854.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,16.09053608,5.363512028,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,02/03/2018 08:51:54,1397760,8,7,1148,1581,677,0,143.5,228.1296624,1173,0,225.8571429,430.0986044,1952.40957,10.73145604,99840.0,250039.4137,953122.0,56.0,1397760.0,199680.0,391284.0779,1077269.0,187.0,1333791.0,222298.5,362001.8544,953122.0,20484.0,0,0,0,0,172,152,5.723443223,5.008012821,0,1173,170.5625,319.4332416,102037.5958,0,0,0,1,0,0,0,0,0,181.9333333,143.5,225.8571429,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,02/03/2018 08:59:05,115368079,16,14,459,913,448,0,28.6875,111.8175411,913,0,65.21428571,244.0095139,11.89237103,0.260037267,3978209.621,4876105.414,10000000.0,19.0,115000000.0,7691205.267,4178164.231,10000000.0,162.0,111000000.0,8503076.231,3766578.714,10100000.0,614.0,0,0,0,0,332,424,0.138686543,0.121350725,0,913,44.25806452,180.1445656,32452.06452,0,0,1,1,0,0,0,1,0,45.73333333,28.6875,65.21428571,0,0,0,0,0,0,16,459,14,913,8192,946,12,20,41485.72727,26527.12129,121161.0,31583.0,10000000.0,18309.62422,10000000.0,9952831.0,Benign
80,6,02/03/2018 08:59:08,115219082,18,18,873,3536,431,0,48.5,139.1555414,1460,0,196.4444444,470.187725,38.26623094,0.312448245,3291973.771,4678368.305,10000000.0,1.0,115000000.0,6777593.059,4670287.442,10000000.0,211.0,111000000.0,6502765.353,4935925.256,10000000.0,1.0,0,0,0,0,372,504,0.156224123,0.156224123,0,1460,119.1621622,345.5701821,119418.7508,0,0,1,1,0,0,0,1,1,122.4722222,48.5,196.4444444,0,0,0,0,0,0,18,873,18,3536,8192,980,13,20,41096.18182,34460.09028,144995.0,30512.0,10000000.0,8014.906853,10000000.0,9999944.0,Benign
80,6,02/03/2018 08:59:07,115869714,16,14,443,706,432,0,27.6875,107.8175736,706,0,50.42857143,188.6864368,9.916309969,0.258911487,3995507.379,4887870.302,10000000.0,17.0,116000000.0,7724647.6,4133950.61,10000000.0,176.0,110000000.0,8476744.308,3756674.341,10000000.0,11456.0,0,0,0,0,332,424,0.138086127,0.120825361,0,706,37.06451613,146.3425059,21416.12903,0,0,1,1,0,0,0,1,0,38.3,27.6875,50.42857143,0,0,0,0,0,0,16,443,14,706,8192,172,12,20,18596.27273,24189.4228,91530.0,11245.0,9999377.818,15428.30407,10000000.0,9952860.0,Benign
80,6,02/03/2018 08:59:07,116167486,18,15,875,1412,432,0,48.61111111,139.4789206,706,0,94.13333333,248.4172373,19.68709214,0.284072602,3630233.938,4789394.04,10000000.0,16.0,116000000.0,6833381.529,4619309.421,10000000.0,140.0,110000000.0,7886962.857,4230869.288,10000000.0,11419.0,0,0,0,0,372,444,0.154948692,0.12912391,0,706,67.26470588,191.9830025,36857.47326,0,0,1,1,0,0,0,1,0,69.3030303,48.61111111,94.13333333,0,0,0,0,0,0,18,875,15,1412,8192,176,13,20,38674.90909,90365.05148,311133.0,11250.0,9999265.545,15400.0664,10000000.0,9952849.0,Benign
443,6,02/03/2018 08:59:18,116329664,39,81,10336,16680,1292,0,265.025641,528.5234391,1051,0,205.9259259,326.194642,232.2365515,1.031551161,977560.2017,1811124.456,5088979.0,0.0,116000000.0,3061306.947,2125756.299,5187330.0,120394.0,116000000.0,1453312.15,2091513.391,5142443.0,0.0,0,0,0,0,780,1620,0.335254127,0.696297034,0,1292,223.2727273,400.7207673,160577.1333,0,0,0,0,1,0,0,0,2,225.1333333,265.025641,205.9259259,0,0,0,0,0,0,39,10336,81,16680,5564,5565,8,20,70800000.0,0.0,70800000.0,70800000.0,5088979.0,0.0,5088979.0,5088979.0,Benign
0,0,02/03/2018 08:59:23,116189277,24,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.206559509,5051707.696,36596.73218,5187359.0,4989189.0,116000000.0,5051707.696,36596.73218,5187359.0,4989189.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.206559509,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,24,0,0,0,-1,-1,0,0,4989189.0,0.0,4989189.0,4989189.0,5054549.455,34763.69711,5187359.0,5016398.0,Benign
443,6,02/03/2018 08:59:07,82343806,17,21,1521,6480,462,0,89.47058824,144.4875071,1430,0,308.5714286,478.5692814,97.16577832,0.461479762,2225508.27,10200000.0,58300000.0,0.0,82200000.0,5138087.812,15300000.0,58400000.0,24.0,82200000.0,4112440.15,13800000.0,58400000.0,0.0,0,0,0,0,352,432,0.206451473,0.25502829,0,1430,205.1538462,377.275171,142336.5547,0,0,1,1,0,0,0,1,1,210.5526316,89.47058824,308.5714286,0,0,0,0,0,0,17,1521,21,6480,8192,184,9,20,321276.5,233651.415,486493.0,156060.0,40700000.0,24800000.0,58300000.0,23200000.0,Benign
443,6,02/03/2018 09:00:44,60930946,14,14,1211,3396,875,0,86.5,235.0730656,1460,0,242.5714286,520.660485,75.61018337,0.459536604,2256701.704,4222191.321,10000000.0,0.0,60900000.0,4686995.846,5184266.584,10100000.0,183.0,60900000.0,4681562.308,5200655.702,10100000.0,0.0,0,0,0,0,292,364,0.229768302,0.229768302,0,1460,158.862069,398.1723177,158541.1946,0,0,1,1,0,0,0,1,1,164.5357143,86.5,242.5714286,0,0,0,0,0,0,14,1211,14,3396,8192,117,9,20,102778.3333,78749.98926,263526.0,70552.0,10000000.0,1117.046105,10000000.0,10000000.0,Benign
445,6,02/03/2018 09:01:56,176076,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22.71746291,58692.0,101609.8983,176021.0,0.0,176076.0,88038.0,124504.5336,176076.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,17.03809719,5.679365728,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 08:59:06,117828314,13,11,601,3190,201,0,46.23076923,69.68399367,1430,0,290.0,533.0686635,32.17393062,0.203686187,5122970.174,16900000.0,58600000.0,0.0,118000000.0,9819026.167,22800000.0,58600000.0,126.0,118000000.0,11800000.0,24700000.0,58700000.0,0.0,0,0,0,0,272,232,0.110330018,0.093356169,0,1430,151.64,369.5667373,136579.5733,0,0,1,1,0,0,0,1,0,157.9583333,46.23076923,290.0,0,0,0,0,0,0,13,601,11,3190,8192,176,6,20,302141.5,206683.7766,448289.0,155994.0,58500000.0,94383.90605,58600000.0,58500000.0,Benign
443,6,02/03/2018 09:01:57,188,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,409574.4681,15957.44681,94.0,107.4802307,170.0,18.0,188.0,94.0,107.4802307,170.0,18.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,15957.44681,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 08:59:07,117760265,15,16,1178,5068,528,0,78.53333333,140.3204835,1430,0,316.75,482.3771001,53.03996216,0.26324669,3925342.167,14900000.0,58900000.0,0.0,118000000.0,8411447.5,21300000.0,59000000.0,31.0,118000000.0,7846527.0,20700000.0,58900000.0,0.0,0,0,0,0,312,332,0.127377431,0.135869259,0,1430,195.1875,370.0319461,136923.6411,0,0,1,1,0,0,0,1,1,201.483871,78.53333333,316.75,0,0,0,0,0,0,15,1178,16,5068,8192,180,8,20,106866.5,62944.52434,151375.0,62358.0,58700000.0,256169.9376,58900000.0,58600000.0,Benign
443,6,02/03/2018 08:59:07,117330525,13,11,597,2892,197,0,45.92307692,68.94860591,1430,0,262.9090909,483.1253366,29.73650719,0.20455035,5101327.174,16900000.0,58600000.0,1.0,117000000.0,9777543.75,22800000.0,58600000.0,188.0,117000000.0,11700000.0,24700000.0,58600000.0,1.0,0,0,0,0,272,232,0.110798106,0.093752244,0,1430,139.56,334.9111922,112165.5067,0,0,1,1,0,0,0,1,0,145.375,45.92307692,262.9090909,0,0,0,0,0,0,13,597,11,2892,8192,176,6,20,112181.5,70514.80954,162043.0,62320.0,58500000.0,55229.98936,58600000.0,58500000.0,Benign
443,6,02/03/2018 08:59:08,117671867,13,13,1543,844,622,0,118.6923077,206.710903,325,0,64.92307692,89.23887563,20.28522247,0.220953408,4706874.68,16200000.0,58700000.0,1.0,118000000.0,9805988.917,22800000.0,58800000.0,25.0,118000000.0,9798190.083,22800000.0,58800000.0,1.0,0,0,0,0,272,272,0.110476704,0.110476704,0,622,88.40740741,156.306469,24431.71225,0,0,1,1,0,0,0,1,1,91.80769231,118.6923077,64.92307692,0,0,0,0,0,0,13,1543,13,844,8192,181,8,20,182579.5,103777.1125,255961.0,109198.0,58600000.0,130742.6296,58700000.0,58500000.0,Benign
443,6,02/03/2018 08:59:07,117848992,18,16,1438,3635,472,0,79.88888889,126.6922575,1430,0,227.1875,419.0542079,43.04661342,0.288504801,3571181.576,14200000.0,58500000.0,1.0,118000000.0,6932293.647,19400000.0,58600000.0,26.0,118000000.0,7846200.267,20600000.0,58600000.0,1.0,0,0,0,0,372,332,0.152737836,0.135766965,0,1430,144.9428571,302.5564549,91540.4084,0,0,1,1,0,0,0,1,0,149.2058824,79.88888889,227.1875,0,0,0,0,0,0,18,1438,16,3635,8192,184,10,20,365856.0,296710.4907,575662.0,156050.0,58500000.0,18837.32465,58500000.0,58500000.0,Benign
443,6,02/03/2018 09:01:58,432,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,178240.7407,6944.444444,216.0,280.0142853,414.0,18.0,432.0,216.0,280.0142853,414.0,18.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,6944.444444,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:01:58,612,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,125816.9935,4901.960784,306.0,411.5361467,597.0,15.0,612.0,306.0,411.5361467,597.0,15.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,4901.960784,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:01:58,700,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,110000.0,4285.714286,350.0,475.175757,686.0,14.0,700.0,350.0,475.175757,686.0,14.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,4285.714286,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,255,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:01:58,788,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,97715.73604,3807.106599,394.0,538.8153673,775.0,13.0,788.0,394.0,538.8153673,775.0,13.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,3807.106599,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
